system,parameter,parameter_value,algorithm,seed,speedup,communication_overhead,load_balance,mq,algorithm_runtime_s,measurement_type
layered_services_12,number_of_modules,2.0,DTMC-GA,2,1.8559377313305334,0.11970077659047536,0.3971251590231377,9.07068,0.04291922619995603,phase3B_sensitivity_model_sweep
layered_services_12,number_of_modules,3.0,DTMC-GA,2,1.9035258782877267,0.11970077659047536,0.3971251590231377,9.07068,0.04291922619995603,phase3B_sensitivity_model_sweep
layered_services_12,number_of_modules,4.0,DTMC-GA,2,1.8559377313305334,0.11970077659047536,0.3971251590231377,9.07068,0.04291922619995603,phase3B_sensitivity_model_sweep
layered_services_12,number_of_modules,5.0,DTMC-GA,2,1.8083495843733404,0.11970077659047536,0.3971251590231377,9.07068,0.04291922619995603,phase3B_sensitivity_model_sweep
layered_services_12,communication_latency,0.5,DTMC-GA,3,2.3543404689699705,0.11962475880234971,0.5154842964238069,9.965096,0.035705466999934286,phase3B_sensitivity_model_sweep
layered_services_12,communication_latency,1.0,DTMC-GA,3,2.308176930362716,0.11962475880234971,0.5154842964238069,9.965096,0.035705466999934286,phase3B_sensitivity_model_sweep
layered_services_12,communication_latency,2.0,DTMC-GA,3,2.2158498531482076,0.11962475880234971,0.5154842964238069,9.965096,0.035705466999934286,phase3B_sensitivity_model_sweep
layered_services_12,communication_latency,4.0,DTMC-GA,3,2.0311956987191904,0.11962475880234971,0.5154842964238069,9.965096,0.035705466999934286,phase3B_sensitivity_model_sweep
layered_services_12,mutation_rate,0.04,DTMC-GA,3,2.287864973375524,0.11962475880234971,0.5154842964238069,9.965096,0.035705466999934286,phase3B_sensitivity_model_sweep
layered_services_12,mutation_rate,0.08,DTMC-GA,3,2.308176930362716,0.11962475880234971,0.5154842964238069,9.965096,0.035705466999934286,phase3B_sensitivity_model_sweep
layered_services_12,mutation_rate,0.16,DTMC-GA,3,2.2675530163883324,0.11962475880234971,0.5154842964238069,9.965096,0.035705466999934286,phase3B_sensitivity_model_sweep
layered_services_12,mutation_rate,0.24,DTMC-GA,3,2.2269291024139486,0.11962475880234971,0.5154842964238069,9.965096,0.035705466999934286,phase3B_sensitivity_model_sweep
layered_services_12,number_of_modules,2.0,DTMC-GA,3,2.250472507103648,0.11962475880234971,0.5154842964238069,9.965096,0.035705466999934286,phase3B_sensitivity_model_sweep
layered_services_12,number_of_modules,3.0,DTMC-GA,3,2.308176930362716,0.11962475880234971,0.5154842964238069,9.965096,0.035705466999934286,phase3B_sensitivity_model_sweep
layered_services_12,number_of_modules,4.0,DTMC-GA,3,2.250472507103648,0.11962475880234971,0.5154842964238069,9.965096,0.035705466999934286,phase3B_sensitivity_model_sweep
